angle,radius,action,value
0,86,1,0.000000
0,86,2,0.000000
0,86,3,0.000000
0,87,0,0.000000
0,87,1,0.000000
0,87,2,0.000000
0,87,3,0.000000
0,88,0,0.000000
0,88,1,0.000000
0,88,2,0.000000
0,88,3,0.000000
0,89,0,0.000000
0,89,1,0.000000
0,89,2,0.000000
0,89,3,0.000000
0,90,0,0.000000
0,90,1,0.000000
0,90,2,0.000000
0,90,3,0.000000
0,91,0,0.000000
0,91,1,0.000000
0,91,2,0.000000
0,91,3,0.000000
0,92,0,0.000000
0,92,1,0.000000
0,92,2,0.000000
0,92,3,0.000000
0,93,0,0.000000
0,93,1,0.000000
0,93,2,0.000000
0,93,3,0.000000
0,94,0,0.000000
0,94,1,0.000000
0,94,2,0.000000
0,94,3,0.000000
0,95,0,0.000000
0,95,1,0.000000
0,95,2,0.000000
0,95,3,0.000000
0,96,0,0.000000
0,96,1,0.000000
0,96,2,0.000000
0,96,3,0.000000
0,97,0,0.000000
0,97,1,0.000000
0,97,2,0.000000
0,97,3,0.000000
0,98,0,0.000000
0,98,1,0.000000
0,98,2,0.000000
0,98,3,0.000000
0,99,0,0.000000
0,99,1,0.000000
0,99,2,0.000000
0,99,3,0.000000
1,0,0,0.000000
1,0,1,0.000000
1,0,2,0.000000
1,0,3,0.000000
1,1,0,9.994130
1,1,1,4.785583
1,1,2,0.975381
1,1,3,1.059342
1,2,0,3.211792
1,2,1,0.994268
1,2,2,-0.716730
1,2,3,-0.455526
1,3,0,1.640784
1,3,1,-0.560997
1,3,2,-1.866979
1,3,3,-1.284061
1,4,0,1.204646
1,4,1,-2.023311
1,4,2,-2.029501
1,4,3,-2.202793
1,5,0,1.175210
1,5,1,-2.847481
1,5,2,-3.005261
1,5,3,-2.955494
1,6,0,-2.395208
1,6,1,-4.177384
1,6,2,-3.883550
1,6,3,-4.216969
1,7,0,-4.364809
1,7,1,-4.647286
1,7,2,-4.811458
1,7,3,-4.888473
1,8,0,-4.812189
1,8,1,-4.925609
1,8,2,-4.663031
1,8,3,-4.732945
1,9,0,-4.710035
1,9,1,-4.997824
1,9,2,-4.770547
1,9,3,-5.214198
1,10,0,-4.941488
1,10,1,-5.056205
1,10,2,-5.390874
1,10,3,-5.198925
1,11,0,-5.090558
1,11,1,-5.091109
1,11,2,-5.151579
1,11,3,-5.192908
1,12,0,-5.132721
1,12,1,-5.276589
1,12,2,-5.259141
1,12,3,-5.446008
1,13,0,-5.197165
1,13,1,-5.305612
1,13,2,-5.033585
1,13,3,-5.567896
1,14,0,-5.541438
1,14,1,-5.281091
1,14,2,-5.304289
1,14,3,-5.399449
1,15,0,-0.642000
1,15,1,-0.600000
1,15,2,-0.300000
1,15,3,-1.595287
1,16,0,0.000000
1,16,1,0.000000
1,16,2,0.000000
1,16,3,0.000000
1,17,0,0.000000
1,17,1,0.000000
1,17,2,0.000000
1,17,3,0.000000
1,18,0,0.000000
1,18,1,0.000000
1,18,2,0.000000
1,18,3,0.000000
1,19,0,0.000000
1,19,1,0.000000
1,19,2,0.000000
1,19,3,0.000000
1,20,0,0.000000
1,20,1,0.000000
1,20,2,0.000000
1,20,3,0.000000
1,21,0,0.000000
1,21,1,0.000000
1,21,2,0.000000
1,21,3,0.000000
1,22,0,0.000000
1,22,1,0.000000
1,22,2,0.000000
1,22,3,0.000000
1,23,0,0.000000
1,23,1,0.000000
1,23,2,0.000000
1,23,3,0.000000
1,24,0,0.000000
1,24,1,0.000000
1,24,2,0.000000
1,24,3,0.000000
1,25,0,0.000000
1,25,1,0.000000
1,25,2,0.000000
1,25,3,0.000000
1,26,0,0.000000
1,26,1,0.000000
1,26,2,0.000000
1,26,3,0.000000
1,27,0,0.000000
1,27,1,0.000000
1,27,2,0.000000
1,27,3,0.000000
1,28,0,0.000000
1,28,1,0.000000
1,28,2,0.000000
1,28,3,0.000000
1,29,0,0.000000
1,29,1,0.000000
1,29,2,0.000000
1,29,3,0.000000
1,30,0,0.000000
1,30,1,0.000000
1,30,2,0.000000
1,30,3,0.000000
1,31,0,0.000000
1,31,1,0.000000
1,31,2,0.000000
1,31,3,0.000000
1,32,0,0.000000
1,32,1,0.000000
1,32,2,0.000000
1,32,3,0.000000
1,33,0,0.000000
1,33,1,0.000000
1,33,2,0.000000
1,33,3,0.000000
1,34,0,0.000000
1,34,1,0.000000
1,34,2,0.000000
1,34,3,0.000000
1,35,0,0.000000
1,35,1,0.000000
1,35,2,0.000000
1,35,3,0.000000
1,36,0,0.000000
1,36,1,0.000000
1,36,2,0.000000
1,36,3,0.000000
1,37,0,0.000000
1,37,1,0.000000
1,37,2,0.000000
1,37,3,0.000000
1,38,0,0.000000
1,38,1,0.000000
1,38,2,0.000000
1,38,3,0.000000
1,39,0,0.000000
1,39,1,0.000000
1,39,2,0.000000
1,39,3,0.000000
1,40,0,0.000000
1,40,1,0.000000
1,40,2,0.000000
1,40,3,0.000000
1,41,0,0.000000
1,41,1,0.000000
1,41,2,0.000000
1,41,3,0.000000
1,42,0,0.000000
1,42,1,0.000000
1,42,2,0.000000
1,42,3,0.000000
1,43,0,0.000000
1,43,1,0.000000
1,43,2,0.000000
1,43,3,0.000000
1,44,0,0.000000
1,44,1,0.000000
1,44,2,0.000000
1,44,3,0.000000
1,45,0,0.000000
1,45,1,0.000000
1,45,2,0.000000
1,45,3,0.000000
1,46,0,0.000000
1,46,1,0.000000
1,46,2,0.000000
1,46,3,0.000000
1,47,0,0.000000
1,47,1,0.000000
1,47,2,0.000000
1,47,3,0.000000
1,48,0,0.000000
1,48,1,0.000000
1,48,2,0.000000
1,48,3,0.000000
1,49,0,0.000000
1,49,1,0.000000
1,49,2,0.000000
1,49,3,0.000000
1,50,0,0.000000
1,50,1,0.000000
1,50,2,0.000000
1,50,3,0.000000
1,51,0,0.000000
1,51,1,0.000000
1,51,2,0.000000
1,51,3,0.000000
1,52,0,0.000000
1,52,1,0.000000
1,52,2,0.000000
1,52,3,0.000000
1,53,0,0.000000
1,53,1,0.000000
1,53,2,0.000000
1,53,3,0.000000
1,54,0,0.000000
1,54,1,0.000000
1,54,2,0.000000
1,54,3,0.000000
1,55,0,0.000000
1,55,1,0.000000
1,55,2,0.000000
1,55,3,0.000000
1,56,0,0.000000
1,56,1,0.000000
1,56,2,0.000000
1,56,3,0.000000
1,57,0,0.000000
1,57,1,0.000000
1,57,2,0.000000
1,57,3,0.000000
1,58,0,0.000000
1,58,1,0.000000
1,58,2,0.000000
1,58,3,0.000000
1,59,0,0.000000
1,59,1,0.000000
1,59,2,0.000000
1,59,3,0.000000
1,60,0,0.000000
1,60,1,0.000000
1,60,2,0.000000
1,60,3,0.000000
1,61,0,0.000000
1,61,1,0.000000
1,61,2,0.000000
1,61,3,0.000000
1,62,0,0.000000
1,62,1,0.000000
1,62,2,0.000000
1,62,3,0.000000
1,63,0,0.000000
1,63,1,0.000000
1,63,2,0.000000
1,63,3,0.000000
1,64,0,0.000000
1,64,1,0.000000
1,64,2,0.000000
1,64,3,0.000000
1,65,0,0.000000
1,65,1,0.000000
1,65,2,0.000000
1,65,3,0.000000
1,66,0,0.000000
1,66,1,0.000000
1,66,2,0.000000
1,66,3,0.000000
1,67,0,0.000000
1,67,1,0.000000
1,67,2,0.000000
1,67,3,0.000000
1,68,0,0.000000
1,68,1,0.000000
1,68,2,0.000000
1,68,3,0.000000
1,69,0,0.000000
1,69,1,0.000000
1,69,2,0.000000
1,69,3,0.000000
1,70,0,0.000000
1,70,1,0.000000
1,70,2,0.000000
1,70,3,0.000000
1,71,0,0.000000
1,71,1,0.000000
1,71,2,0.000000
1,71,3,0.000000
1,72,0,0.000000
1,72,1,0.000000
1,72,2,0.000000
1,72,3,0.000000
1,73,0,0.000000
1,73,1,0.000000
1,73,2,0.000000
1,73,3,0.000000
1,74,0,0.000000
1,74,1,0.000000
1,74,2,0.000000
1,74,3,0.000000
1,75,0,0.000000
1,75,1,0.000000
1,75,2,0.000000
1,75,3,0.000000
1,76,0,0.000000
1,76,1,0.000000
1,76,2,0.000000
1,76,3,0.000000
1,77,0,0.000000
1,77,1,0.000000
1,77,2,0.000000
1,77,3,0.000000
1,78,0,0.000000
1,78,1,0.000000
1,78,2,0.000000
1,78,3,0.000000
1,79,0,0.000000
1,79,1,0.000000
1,79,2,0.000000
1,79,3,0.000000
1,80,0,0.000000
1,80,1,0.000000
1,80,2,0.000000
1,80,3,0.000000
1,81,0,0.000000
1,81,1,0.000000
1,81,2,0.000000
1,81,3,0.000000
1,82,0,0.000000
1,82,1,0.000000
1,82,2,0.000000
1,82,3,0.000000
1,83,0,0.000000
1,83,1,0.000000
1,83,2,0.000000
1,83,3,0.000000
1,84,0,0.000000
1,84,1,0.000000
1,84,2,0.000000
1,84,3,0.000000
1,85,0,0.000000
1,85,1,0.000000
1,85,2,0.000000
1,85,3,0.000000
1,86,0,0.000000
1,86,1,0.000000
1,86,2,0.000000
1,86,3,0.000000
1,87,0,0.000000
1,87,1,0.000000
1,87,2,0.000000
1,87,3,0.000000
1,88,0,0.000000
1,88,1,0.000000
1,88,2,0.000000
1,88,3,0.000000
1,89,0,0.000000
1,89,1,0.000000
1,89,2,0.000000
1,89,3,0.000000
1,90,0,0.000000
1,90,1,0.000000
1,90,2,0.000000
1,90,3,0.000000
1,91,0,0.000000
1,91,1,0.000000
1,91,2,0.000000
1,91,3,0.000000
1,92,0,0.000000
1,92,1,0.000000
1,92,2,0.000000
1,92,3,0.000000
1,93,0,0.000000
1,93,1,0.000000
1,93,2,0.000000
1,93,3,0.000000
1,94,0,0.000000
1,94,1,0.000000
1,94,2,0.000000
1,94,3,0.000000
1,95,0,0.000000
1,95,1,0.000000
1,95,2,0.000000
1,95,3,0.000000
1,96,0,0.000000
1,96,1,0.000000
1,96,2,0.000000
1,96,3,0.000000
1,97,0,0.000000
1,97,1,0.000000
1,97,2,0.000000
1,97,3,0.000000
1,98,0,0.000000
1,98,1,0.000000
1,98,2,0.000000
1,98,3,0.000000
1,99,0,0.000000
1,99,1,0.000000
1,99,2,0.000000
1,99,3,0.000000
2,0,0,0.000000
2,0,1,0.000000
2,0,2,0.000000
2,0,3,0.000000
2,1,0,9.822411
2,1,1,0.933826
2,1,2,6.078132
2,1,3,0.648921
2,2,0,1.120659
2,2,1,-0.265302
2,2,2,-0.364026
2,2,3,-0.795142
2,3,0,0.250136
2,3,1,-1.463618
2,3,2,-1.550706
2,3,3,-1.496293
2,4,0,-1.839496
2,4,1,-2.511228
2,4,2,-2.454326
2,4,3,-0.534723
2,5,0,-2.680106
2,5,1,-2.682440
2,5,2,-0.799753
2,5,3,-2.618755
2,6,0,-3.056162
2,6,1,-3.765842
2,6,2,-4.164904
2,6,3,-3.812591
2,7,0,-3.805035
2,7,1,-4.370848
2,7,2,-4.070925
2,7,3,-4.899532
2,8,0,-4.763684
2,8,1,-5.126330
2,8,2,-4.820890
2,8,3,-5.020840
2,9,0,-5.118584
2,9,1,-5.242251
2,9,2,-5.258775
2,9,3,-5.590886
2,10,0,-5.369124
2,10,1,-5.470663
2,10,2,-5.282173
2,10,3,-5.742053
2,11,0,-5.519630
2,11,1,-5.831904
2,11,2,-5.705570
2,11,3,-5.910541
2,12,0,-5.930225
2,12,1,-5.856411
2,12,2,-5.904556
2,12,3,-5.954432
2,13,0,-5.934115
2,13,1,-5.821818
2,13,2,-5.991567
2,13,3,-5.930516
2,14,0,-5.206445
2,14,1,-5.278594
2,14,2,-5.282239
2,14,3,-5.587865
2,15,0,-5.639140
2,15,1,-5.561370
2,15,2,-5.632987
2,15,3,-5.752045
2,16,0,0.000000
2,16,1,0.000000
2,16,2,0.000000
2,16,3,0.000000
2,17,0,0.000000
2,17,1,0.000000
2,17,2,0.000000
2,17,3,0.000000
2,18,0,0.000000
2,18,1,0.000000
2,18,2,0.000000
2,18,3,0.000000
2,19,0,0.000000
2,19,1,0.000000
2,19,2,0.000000
2,19,3,0.000000
2,20,0,0.000000
2,20,1,0.000000
2,20,2,0.000000
2,20,3,0.000000
2,21,0,0.000000
2,21,1,0.000000
2,21,2,0.000000
2,21,3,0.000000
2,22,0,0.000000
2,22,1,0.000000
2,22,2,0.000000
2,22,3,0.000000
2,23,0,0.000000
2,23,1,0.000000
2,23,2,0.000000
2,23,3,0.000000
2,24,0,0.000000
2,24,1,0.000000
2,24,2,0.000000
2,24,3,0.000000
2,25,0,0.000000
2,25,1,0.000000
2,25,2,0.000000
2,25,3,0.000000
2,26,0,0.000000
2,26,1,0.000000
2,26,2,0.000000
2,26,3,0.000000
2,27,0,0.000000
2,27,1,0.000000
2,27,2,0.000000
2,27,3,0.000000
2,28,0,0.000000
2,28,1,0.000000
2,28,2,0.000000
2,28,3,0.000000
2,29,0,0.000000
2,29,1,0.000000
2,29,2,0.000000
2,29,3,0.000000
2,30,0,0.000000
2,30,1,0.000000
2,30,2,0.000000
2,30,3,0.000000
2,31,0,0.000000
2,31,1,0.000000
2,31,2,0.000000
2,31,3,0.000000
2,32,0,0.000000
2,32,1,0.000000
2,32,2,0.000000
2,32,3,0.000000
2,33,0,0.000000
2,33,1,0.000000
2,33,2,0.000000
2,33,3,0.000000
2,34,0,0.000000
2,34,1,0.000000
2,34,2,0.000000
2,34,3,0.000000
2,35,0,0.000000
2,35,1,0.000000
2,35,2,0.000000
2,35,3,0.000000
2,36,0,0.000000
2,36,1,0.000000
2,36,2,0.000000
2,36,3,0.000000
2,37,0,0.000000
2,37,1,0.000000
2,37,2,0.000000
2,37,3,0.000000
2,38,0,0.000000
2,38,1,0.000000
2,38,2,0.000000
2,38,3,0.000000
2,39,0,0.000000
2,39,1,0.000000
2,39,2,0.000000
2,39,3,0.000000
2,40,0,0.000000
2,40,1,0.000000
2,40,2,0.000000
2,40,3,0.000000
2,41,0,0.000000
2,41,1,0.000000
2,41,2,0.000000
2,41,3,0.000000
2,42,0,0.000000
2,42,1,0.000000
2,42,2,0.000000
2,42,3,0.000000
2,43,0,0.000000
2,43,1,0.000000
2,43,2,0.000000
2,43,3,0.000000
2,44,0,0.000000
2,44,1,0.000000
2,44,2,0.000000
2,44,3,0.000000
2,45,0,0.000000
2,45,1,0.000000
2,45,2,0.000000
2,45,3,0.000000
2,46,0,0.000000
2,46,1,0.000000
2,46,2,0.000000
2,46,3,0.000000
2,47,0,0.000000
2,47,1,0.000000
2,47,2,0.000000
2,47,3,0.000000
2,48,0,0.000000
2,48,1,0.000000
2,48,2,0.000000
2,48,3,0.000000
2,49,0,0.000000
2,49,1,0.000000
2,49,2,0.000000
2,49,3,0.000000
2,50,0,0.000000
2,50,1,0.000000
2,50,2,0.000000
2,50,3,0.000000
2,51,0,0.000000
2,51,1,0.000000
2,51,2,0.000000
2,51,3,0.000000
2,52,0,0.000000
2,52,1,0.000000
2,52,2,0.000000
2,52,3,0.000000
2,53,0,0.000000
2,53,1,0.000000
2,53,2,0.000000
2,53,3,0.000000
2,54,0,0.000000
2,54,1,0.000000
2,54,2,0.000000
2,54,3,0.000000
2,55,0,0.000000
2,55,1,0.000000
2,55,2,0.000000
2,55,3,0.000000
2,56,0,0.000000
2,56,1,0.000000
2,56,2,0.000000
2,56,3,0.000000
2,57,0,0.000000
2,57,1,0.000000
2,57,2,0.000000
2,57,3,0.000000
2,58,0,0.000000
2,58,1,0.000000
2,58,2,0.000000
2,58,3,0.000000
2,59,0,0.000000
2,59,1,0.000000
2,59,2,0.000000
2,59,3,0.000000
2,60,0,0.000000
2,60,1,0.000000
2,60,2,0.000000
2,60,3,0.000000
2,61,0,0.000000
2,61,1,0.000000
2,61,2,0.000000
2,61,3,0.000000
2,62,0,0.000000
2,62,1,0.000000
2,62,2,0.000000
2,62,3,0.000000
2,63,0,0.000000
2,63,1,0.000000
2,63,2,0.000000
2,63,3,0.000000
2,64,0,0.000000
2,64,1,0.000000
2,64,2,0.000000
2,64,3,0.000000
2,65,0,0.000000
2,65,1,0.000000
2,65,2,0.000000
2,65,3,0.000000
2,66,0,0.000000
2,66,1,0.000000
2,66,2,0.000000
2,66,3,0.000000
2,67,0,0.000000
2,67,1,0.000000
2,67,2,0.000000
2,67,3,0.000000
2,68,0,0.000000
2,68,1,0.000000
2,68,2,0.000000
2,68,3,0.000000
2,69,0,0.000000
2,69,1,0.000000
2,69,2,0.000000
2,69,3,0.000000
2,70,0,0.000000
2,70,1,0.000000
2,70,2,0.000000
2,70,3,0.000000
2,71,0,0.000000
2,71,1,0.000000
2,71,2,0.000000
2,71,3,0.000000
2,72,0,0.000000
2,72,1,0.000000
2,72,2,0.000000
2,72,3,0.000000
2,73,0,0.000000
2,73,1,0.000000
2,73,2,0.000000
2,73,3,0.000000
2,74,0,0.000000
2,74,1,0.000000
2,74,2,0.000000
2,74,3,0.000000
2,75,0,0.000000
2,75,1,0.000000
2,75,2,0.000000
2,75,3,0.000000
2,76,0,0.000000
2,76,1,0.000000
2,76,2,0.000000
2,76,3,0.000000
2,77,0,0.000000
2,77,1,0.000000
2,77,2,0.000000
2,77,3,0.000000
2,78,0,0.000000
2,78,1,0.000000
2,78,2,0.000000
2,78,3,0.000000
2,79,0,0.000000
2,79,1,0.000000
2,79,2,0.000000
2,79,3,0.000000
2,80,0,0.000000
2,80,1,0.000000
2,80,2,0.000000
2,80,3,0.000000
2,81,0,0.000000
2,81,1,0.000000
2,81,2,0.000000
2,81,3,0.000000
2,82,0,0.000000
2,82,1,0.000000
2,82,2,0.000000
2,82,3,0.000000
2,83,0,0.000000
2,83,1,0.000000
2,83,2,0.000000
2,83,3,0.000000
2,84,0,0.000000
2,84,1,0.000000
2,84,2,0.000000
2,84,3,0.000000
2,85,0,0.000000
2,85,1,0.000000
2,85,2,0.000000
2,85,3,0.000000
2,86,0,0.000000
2,86,1,0.000000
2,86,2,0.000000
2,86,3,0.000000
2,87,0,0.000000
2,87,1,0.000000
2,87,2,0.000000
2,87,3,0.000000
2,88,0,0.000000
2,88,1,0.000000
2,88,2,0.000000
2,88,3,0.000000
2,89,0,0.000000
2,89,1,0.000000
2,89,2,0.000000
2,89,3,0.000000
2,90,0,0.000000
2,90,1,0.000000
2,90,2,0.000000
2,90,3,0.000000
2,91,0,0.000000
2,91,1,0.000000
2,91,2,0.000000
2,91,3,0.000000
2,92,0,0.000000
2,92,1,0.000000
2,92,2,0.000000
2,92,3,0.000000
2,93,0,0.000000
2,93,1,0.000000
2,93,2,0.000000
2,93,3,0.000000
2,94,0,0.000000
2,94,1,0.000000
2,94,2,0.000000
2,94,3,0.000000
2,95,0,0.000000
2,95,1,0.000000
2,95,2,0.000000
2,95,3,0.000000
2,96,0,0.000000
2,96,1,0.000000
2,96,2,0.000000
2,96,3,0.000000
2,97,0,0.000000
2,97,1,0.000000
2,97,2,0.000000
2,97,3,0.000000
2,98,0,0.000000
2,98,1,0.000000
2,98,2,0.000000
2,98,3,0.000000
2,99,0,0.000000
2,99,1,0.000000
2,99,2,0.000000
2,99,3,0.000000
3,0,0,3.000000
3,0,1,0.000000
3,0,2,0.000000
3,0,3,0.000000
3,1,0,2.790000
3,1,1,0.005080
3,1,2,3.262934
3,1,3,2.644238
3,2,0,2.045468
3,2,1,-0.608754
3,2,2,-1.088608
3,2,3,-0.701346
3,3,0,0.559144
3,3,1,-1.310228
3,3,2,-1.375559
3,3,3,-1.569118
3,4,0,0.958450
3,4,1,-1.995380
3,4,2,-2.083151
3,4,3,-2.884494
3,5,0,-0.094878
3,5,1,-2.685178
3,5,2,-2.759135
3,5,3,-3.257849
3,6,0,-3.682777
3,6,1,-3.653684
3,6,2,-3.867401
3,6,3,-4.301083
3,7,0,-4.247540
3,7,1,-4.711407
3,7,2,-4.675391
3,7,3,-4.805475
3,8,0,-5.038164
3,8,1,-4.876139
3,8,2,-4.884386
3,8,3,-5.320909
3,9,0,-4.646484
3,9,1,-5.017531
3,9,2,-4.785268
3,9,3,-4.710226
3,10,0,-5.065289
3,10,1,-5.377902
3,10,2,-5.171920
3,10,3,-5.242463
3,11,0,-5.449404
3,11,1,-5.649651
3,11,2,-5.246665
3,11,3,-5.853849
3,12,0,-5.769168
3,12,1,-5.922517
3,12,2,-5.529329
3,12,3,-6.068229
3,13,0,-5.126000
3,13,1,-5.599149
3,13,2,-5.869111
3,13,3,-5.812160
3,14,0,-6.047604
