angle,radius,action,value
1,47,1,0.000000
1,48,1,0.000000
1,49,1,0.000000
1,50,1,0.000000
1,51,1,0.000000
1,52,1,0.000000
1,53,1,0.000000
1,54,1,0.000000
1,55,1,0.000000
1,56,1,0.000000
1,57,1,0.000000
1,58,1,0.000000
1,59,1,0.000000
1,60,1,0.000000
1,61,1,0.000000
1,62,1,0.000000
1,63,1,0.000000
1,64,1,0.000000
1,65,1,0.000000
1,66,1,0.000000
1,67,1,0.000000
1,68,1,0.000000
1,69,1,0.000000
1,70,1,0.000000
1,71,1,0.000000
1,72,1,0.000000
1,73,1,0.000000
1,74,1,0.000000
1,75,1,0.000000
1,76,1,0.000000
1,77,1,0.000000
1,78,1,0.000000
1,79,1,0.000000
1,80,1,0.000000
1,81,1,0.000000
1,82,1,0.000000
1,83,1,0.000000
1,84,1,0.000000
1,85,1,0.000000
1,86,1,0.000000
1,87,1,0.000000
1,88,1,0.000000
1,89,1,0.000000
1,90,1,0.000000
1,91,1,0.000000
1,92,1,0.000000
1,93,1,0.000000
1,94,1,0.000000
1,95,1,0.000000
1,96,1,0.000000
1,97,1,0.000000
1,98,1,0.000000
1,99,1,0.000000
2,0,0,3.000000
2,1,0,7.605790
2,2,0,4.683627
2,3,2,-0.555823
2,4,0,-1.053440
2,5,2,-2.095556
2,6,2,-3.159617
2,7,0,-3.564546
2,8,1,-3.720068
2,9,2,-4.149224
2,10,1,-4.143127
2,11,3,-4.763087
2,12,2,-4.914134
2,13,0,-4.948995
2,14,1,-5.430910
2,15,1,-5.226973
2,16,1,0.000000
2,17,1,0.000000
2,18,1,0.000000
2,19,1,0.000000
2,20,1,0.000000
2,21,1,0.000000
2,22,1,0.000000
2,23,1,0.000000
2,24,1,0.000000
2,25,1,0.000000
2,26,1,0.000000
2,27,1,0.000000
2,28,1,0.000000
2,29,1,0.000000
2,30,1,0.000000
2,31,1,0.000000
2,32,1,0.000000
2,33,1,0.000000
2,34,1,0.000000
2,35,1,0.000000
2,36,1,0.000000
2,37,1,0.000000
2,38,1,0.000000
2,39,1,0.000000
2,40,1,0.000000
2,41,1,0.000000
2,42,1,0.000000
2,43,1,0.000000
2,44,1,0.000000
2,45,1,0.000000
2,46,1,0.000000
2,47,1,0.000000
2,48,1,0.000000
2,49,1,0.000000
2,50,1,0.000000
2,51,1,0.000000
2,52,1,0.000000
2,53,1,0.000000
2,54,1,0.000000
2,55,1,0.000000
2,56,1,0.000000
2,57,1,0.000000
2,58,1,0.000000
2,59,1,0.000000
2,60,1,0.000000
2,61,1,0.000000
2,62,1,0.000000
2,63,1,0.000000
2,64,1,0.000000
2,65,1,0.000000
2,66,1,0.000000
2,67,1,0.000000
2,68,1,0.000000
2,69,1,0.000000
2,70,1,0.000000
2,71,1,0.000000
2,72,1,0.000000
2,73,1,0.000000
2,74,1,0.000000
2,75,1,0.000000
2,76,1,0.000000
2,77,1,0.000000
2,78,1,0.000000
2,79,1,0.000000
2,80,1,0.000000
2,81,1,0.000000
2,82,1,0.000000
2,83,1,0.000000
2,84,1,0.000000
2,85,1,0.000000
2,86,1,0.000000
2,87,1,0.000000
2,88,1,0.000000
2,89,1,0.000000
2,90,1,0.000000
2,91,1,0.000000
2,92,1,0.000000
2,93,1,0.000000
2,94,1,0.000000
2,95,1,0.000000
2,96,1,0.000000
2,97,1,0.000000
2,98,1,0.000000
2,99,1,0.000000
3,0,1,0.000000
3,1,0,7.116213
3,2,2,1.467456
3,3,0,-0.215524
3,4,0,-1.578526
3,5,3,-2.781378
3,6,2,-3.070298
3,7,2,-3.380950
3,8,0,-3.665935
3,9,2,-4.295199
3,10,3,-4.344569
3,11,2,-4.838986
3,12,3,-4.599413
3,13,0,-4.702503
3,14,0,-4.459077
3,15,0,-4.512984
3,16,0,-5.126280
3,17,3,-0.885227
3,18,1,0.000000
3,19,1,0.000000
3,20,1,0.000000
3,21,1,0.000000
3,22,1,0.000000
3,23,1,0.000000
3,24,1,0.000000
3,25,1,0.000000
3,26,1,0.000000
3,27,1,0.000000
3,28,1,0.000000
3,29,1,0.000000
3,30,1,0.000000
3,31,1,0.000000
3,32,1,0.000000
3,33,1,0.000000
3,34,1,0.000000
3,35,1,0.000000
3,36,1,0.000000
3,37,1,0.000000
3,38,1,0.000000
3,39,1,0.000000
3,40,1,0.000000
3,41,1,0.000000
3,42,1,0.000000
3,43,1,0.000000
3,44,1,0.000000
3,45,1,0.000000
3,46,1,0.000000
3,47,1,0.000000
3,48,1,0.000000
3,49,1,0.000000
3,50,1,0.000000
3,51,1,0.000000
3,52,1,0.000000
3,53,1,0.000000
3,54,1,0.000000
3,55,1,0.000000
3,56,1,0.000000
3,57,1,0.000000
3,58,1,0.000000
3,59,1,0.000000
3,60,1,0.000000
3,61,1,0.000000
3,62,1,0.000000
3,63,1,0.000000
3,64,1,0.000000
3,65,1,0.000000
3,66,1,0.000000
3,67,1,0.000000
3,68,1,0.000000
3,69,1,0.000000
3,70,1,0.000000
3,71,1,0.000000
3,72,1,0.000000
3,73,1,0.000000
3,74,1,0.000000
3,75,1,0.000000
3,76,1,0.000000
3,77,1,0.000000
3,78,1,0.000000
3,79,1,0.000000
3,80,1,0.000000
3,81,1,0.000000
3,82,1,0.000000
3,83,1,0.000000
3,84,1,0.000000
3,85,1,0.000000
3,86,1,0.000000
3,87,1,0.000000
3,88,1,0.000000
3,89,1,0.000000
3,90,1,0.000000
3,91,1,0.000000
3,92,1,0.000000
3,93,1,0.000000
3,94,1,0.000000
3,95,1,0.000000
3,96,1,0.000000
3,97,1,0.000000
3,98,1,0.000000
3,99,1,0.000000
4,0,1,0.000000
4,1,2,5.783222
4,2,2,4.919462
4,3,0,-0.264387
4,4,1,-1.751021
4,5,2,-2.790091
4,6,2,-3.424783
4,7,0,-3.811819
4,8,2,-4.081705
4,9,2,-4.500149
4,10,2,-4.894953
4,11,1,-5.191335
4,12,1,-4.977640
4,13,1,-4.705988
4,14,2,-5.081293
4,15,1,-5.359480
4,16,2,-5.297347
4,17,1,-4.955894
4,18,0,-4.228215
4,19,1,-0.300000
4,20,1,0.000000
4,21,1,0.000000
4,22,1,0.000000
4,23,1,0.000000
4,24,1,0.000000
4,25,1,0.000000
4,26,1,0.000000
4,27,1,0.000000
4,28,1,0.000000
4,29,1,0.000000
4,30,1,0.000000
4,31,1,0.000000
4,32,1,0.000000
4,33,1,0.000000
4,34,1,0.000000
4,35,1,0.000000
4,36,1,0.000000
4,37,1,0.000000
4,38,1,0.000000
4,39,1,0.000000
4,40,1,0.000000
4,41,1,0.000000
4,42,1,0.000000
4,43,1,0.000000
4,44,1,0.000000
4,45,1,0.000000
4,46,1,0.000000
4,47,1,0.000000
4,48,1,0.000000
4,49,1,0.000000
4,50,1,0.000000
4,51,1,0.000000
4,52,1,0.000000
4,53,1,0.000000
4,54,1,0.000000
4,55,1,0.000000
4,56,1,0.000000
4,57,1,0.000000
4,58,1,0.000000
4,59,1,0.000000
4,60,1,0.000000
4,61,1,0.000000
4,62,1,0.000000
4,63,1,0.000000
4,64,1,0.000000
4,65,1,0.000000
4,66,1,0.000000
4,67,1,0.000000
4,68,1,0.000000
4,69,1,0.000000
4,70,1,0.000000
4,71,1,0.000000
4,72,1,0.000000
4,73,1,0.000000
4,74,1,0.000000
4,75,1,0.000000
4,76,1,0.000000
4,77,1,0.000000
4,78,1,0.000000
4,79,1,0.000000
4,80,1,0.000000
4,81,1,0.000000
4,82,1,0.000000
4,83,1,0.000000
4,84,1,0.000000
4,85,1,0.000000
4,86,1,0.000000
4,87,1,0.000000
4,88,1,0.000000
4,89,1,0.000000
4,90,1,0.000000
4,91,1,0.000000
4,92,1,0.000000
4,93,1,0.000000
4,94,1,0.000000
4,95,1,0.000000
4,96,1,0.000000
4,97,1,0.000000
4,98,1,0.000000
4,99,1,0.000000
5,0,1,0.000000
5,1,2,7.076458
5,2,3,0.556911
5,3,2,-1.189443
5,4,0,-0.876976
5,5,1,-2.604519
5,6,2,-3.300529
5,7,2,-3.811275
5,8,0,-3.596570
5,9,2,-4.402311
5,10,1,-4.450136
5,11,0,-4.128994
5,12,0,-4.549227
5,13,0,-4.383914
5,14,1,-4.857000
5,15,3,-5.160291
5,16,2,-5.651470
5,17,0,-5.719223
5,18,1,-6.704573
5,19,0,-6.906473
5,20,1,-7.110000
5,21,1,-0.300000
5,22,1,0.000000
5,23,1,0.000000
5,24,1,0.000000
5,25,1,0.000000
5,26,1,0.000000
5,27,1,0.000000
5,28,1,0.000000
5,29,1,0.000000
5,30,1,0.000000
5,31,1,0.000000
5,32,1,0.000000
5,33,1,0.000000
5,34,1,0.000000
5,35,1,0.000000
5,36,1,0.000000
5,37,1,0.000000
5,38,1,0.000000
5,39,1,0.000000
5,40,1,0.000000
5,41,1,0.000000
5,42,1,0.000000
5,43,1,0.000000
5,44,1,0.000000
5,45,1,0.000000
5,46,1,0.000000
5,47,1,0.000000
5,48,1,0.000000
5,49,1,0.000000
5,50,1,0.000000
5,51,1,0.000000
5,52,1,0.000000
5,53,1,0.000000
5,54,1,0.000000
5,55,1,0.000000
5,56,1,0.000000
5,57,1,0.000000
5,58,1,0.000000
5,59,1,0.000000
5,60,1,0.000000
5,61,1,0.000000
5,62,1,0.000000
5,63,1,0.000000
5,64,1,0.000000
5,65,1,0.000000
5,66,1,0.000000
5,67,1,0.000000
5,68,1,0.000000
5,69,1,0.000000
5,70,1,0.000000
5,71,1,0.000000
5,72,1,0.000000
5,73,1,0.000000
5,74,1,0.000000
5,75,1,0.000000
5,76,1,0.000000
5,77,1,0.000000
5,78,1,0.000000
5,79,1,0.000000
5,80,1,0.000000
5,81,1,0.000000
5,82,1,0.000000
5,83,1,0.000000
5,84,1,0.000000
5,85,1,0.000000
5,86,1,0.000000
5,87,1,0.000000
5,88,1,0.000000
5,89,1,0.000000
5,90,1,0.000000
5,91,1,0.000000
5,92,1,0.000000
5,93,1,0.000000
5,94,1,0.000000
5,95,1,0.000000
5,96,1,0.000000
5,97,1,0.000000
5,98,1,0.000000
5,99,1,0.000000
6,0,1,0.000000
6,1,2,4.563393
6,2,2,0.454819
6,3,0,1.950313
6,4,2,-0.971478
6,5,2,-2.519398
6,6,3,-3.280382
6,7,2,-3.973025
6,8,1,-3.962405
6,9,1,-4.308496
6,10,2,-4.483451
6,11,2,-4.948405
6,12,3,-5.013993
6,13,2,-4.967709
6,14,0,-5.323294
6,15,2,-4.974633
6,16,2,-4.966021
6,17,3,-4.998456
6,18,3,-4.212141
6,19,0,-1.972088
6,20,1,0.000000
6,21,1,0.000000
6,22,1,0.000000
6,23,1,0.000000
6,24,1,0.000000
6,25,1,0.000000
6,26,1,0.000000
6,27,1,0.000000
6,28,1,0.000000
6,29,1,0.000000
6,30,1,0.000000
6,31,1,0.000000
6,32,1,0.000000
6,33,1,0.000000
6,34,1,0.000000
6,35,1,0.000000
6,36,1,0.000000
6,37,1,0.000000
6,38,1,0.000000
6,39,1,0.000000
6,40,1,0.000000
6,41,1,0.000000
6,42,1,0.000000
6,43,1,0.000000
6,44,1,0.000000
6,45,1,0.000000
6,46,1,0.000000
6,47,1,0.000000
6,48,1,0.000000
6,49,1,0.000000
6,50,1,0.000000
6,51,1,0.000000
6,52,1,0.000000
6,53,1,0.000000
6,54,1,0.000000
6,55,1,0.000000
6,56,1,0.000000
6,57,1,0.000000
6,58,1,0.000000
6,59,1,0.000000
6,60,1,0.000000
6,61,1,0.000000
6,62,1,0.000000
6,63,1,0.000000
6,64,1,0.000000
6,65,1,0.000000
6,66,1,0.000000
6,67,1,0.000000
6,68,1,0.000000
6,69,1,0.000000
6,70,1,0.000000
6,71,1,0.000000
6,72,1,0.000000
6,73,1,0.000000
6,74,1,0.000000
6,75,1,0.000000
6,76,1,0.000000
6,77,1,0.000000
6,78,1,0.000000
6,79,1,0.000000
6,80,1,0.000000
6,81,1,0.000000
6,82,1,0.000000
6,83,1,0.000000
6,84,1,0.000000
6,85,1,0.000000
6,86,1,0.000000
6,87,1,0.000000
6,88,1,0.000000
6,89,1,0.000000
6,90,1,0.000000
6,91,1,0.000000
6,92,1,0.000000
6,93,1,0.000000
6,94,1,0.000000
6,95,1,0.000000
6,96,1,0.000000
6,97,1,0.000000
6,98,1,0.000000
6,99,1,0.000000
7,0,1,0.000000
7,1,2,4.502872
7,2,2,2.790234
7,3,2,-0.156673
7,4,2,-0.348161
7,5,2,-2.095082
7,6,2,-3.321650
7,7,0,-3.425890
7,8,2,-4.386082
7,9,3,-4.763557
7,10,2,-4.904770
7,11,3,-4.963330
7,12,3,-5.418034
7,13,1,-5.280827
7,14,0,-5.414996
7,15,0,-5.606525
7,16,1,-5.248493
7,17,3,-1.262659
7,18,1,0.000000
7,19,1,0.000000
7,20,1,0.000000
7,21,1,0.000000
7,22,1,0.000000
7,23,1,0.000000
7,24,1,0.000000
7,25,1,0.000000
7,26,1,0.000000
7,27,1,0.000000
7,28,1,0.000000
7,29,1,0.000000
7,30,1,0.000000
7,31,1,0.000000
7,32,1,0.000000
7,33,1,0.000000
7,34,1,0.000000
7,35,1,0.000000
7,36,1,0.000000
7,37,1,0.000000
7,38,1,0.000000
7,39,1,0.000000
7,40,1,0.000000
7,41,1,0.000000
7,42,1,0.000000
7,43,1,0.000000
7,44,1,0.000000
7,45,1,0.000000
7,46,1,0.000000
7,47,1,0.000000
7,48,1,0.000000
7,49,1,0.000000
7,50,1,0.000000
7,51,1,0.000000
7,52,1,0.000000
7,53,1,0.000000
7,54,1,0.000000
7,55,1,0.000000
7,56,1,0.000000
7,57,1,0.000000
7,58,1,0.000000
7,59,1,0.000000
7,60,1,0.000000
7,61,1,0.000000
7,62,1,0.000000
7,63,1,0.000000
7,64,1,0.000000
7,65,1,0.000000
7,66,1,0.000000
7,67,1,0.000000
7,68,1,0.000000
7,69,1,0.000000
7,70,1,0.000000
7,71,1,0.000000
7,72,1,0.000000
7,73,1,0.000000
7,74,1,0.000000
7,75,1,0.000000
7,76,1,0.000000
7,77,1,0.000000
7,78,1,0.000000
7,79,1,0.000000
7,80,1,0.000000
7,81,1,0.000000
7,82,1,0.000000
7,83,1,0.000000
7,84,1,0.000000
7,85,1,0.000000
7,86,1,0.000000
7,87,1,0.000000
7,88,1,0.000000
7,89,1,0.000000
7,90,1,0.000000
7,91,1,0.000000
7,92,1,0.000000
7,93,1,0.000000
7,94,1,0.000000
7,95,1,0.000000
7,96,1,0.000000
7,97,1,0.000000
7,98,1,0.000000
7,99,1,0.000000
8,0,1,0.000000
8,1,2,8.237327
8,2,2,5.900858
8,3,2,0.646131
8,4,2,-0.456260
8,5,0,-1.905345
8,6,2,-3.011945
8,7,2,-3.738460
8,8,3,-3.580153
8,9,2,-4.373989
8,10,0,-4.667589
8,11,3,-5.118814
8,12,2,-5.103945
8,13,0,-4.904347
8,14,3,-5.573027
8,15,3,-4.756458
8,16,1,0.000000
8,17,1,0.000000
8,18,1,0.000000
8,19,1,0.000000
8,20,1,0.000000
8,21,1,0.000000
8,22,1,0.000000
8,23,1,0.000000
8,24,1,0.000000
8,25,1,0.000000
8,26,1,0.000000
8,27,1,0.000000
8,28,1,0.000000
8,29,1,0.000000
8,30,1,0.000000
8,31,1,0.000000
8,32,1,0.000000
8,33,1,0.000000
8,34,1,0.000000
8,35,1,0.000000
8,36,1,0.000000
8,37,1,0.000000
8,38,1,0.000000
8,39,1,0.000000
8,40,1,0.000000
8,41,1,0.000000
8,42,1,0.000000
8,43,1,0.000000
8,44,1,0.000000
8,45,1,0.000000
8,46,1,0.000000
8,47,1,0.000000
8,48,1,0.000000
8,49,1,0.000000
8,50,1,0.000000
8,51,1,0.000000
8,52,1,0.000000
8,53,1,0.000000
8,54,1,0.000000
8,55,1,0.000000
8,56,1,0.000000
8,57,1,0.000000
8,58,1,0.000000
8,59,1,0.000000
8,60,1,0.000000
8,61,1,0.000000
8,62,1,0.000000
8,63,1,0.000000
8,64,1,0.000000
8,65,1,0.000000
8,66,1,0.000000
8,67,1,0.000000
8,68,1,0.000000
8,69,1,0.000000
8,70,1,0.000000
8,71,1,0.000000
8,72,1,0.000000
8,73,1,0.000000
8,74,1,0.000000
8,75,1,0.000000
8,76,1,0.000000
8,77,1,0.000000
8,78,1,0.000000
8,79,1,0.000000
8,80,1,0.000000
8,81,1,0.000000
8,82,1,0.000000
8,83,1,0.000000
8,84,1,0.000000
8,85,1,0.000000
8,86,1,0.000000
8,87,1,0.000000
8,88,1,0.000000
8,89,1,0.000000
8,90,1,0.000000
8,91,1,0.000000
8,92,1,0.000000
8,93,1,0.000000
8,94,1,0.000000
8,95,1,0.000000
8,96,1,0.000000
8,97,1,0.000000
8,98,1,0.000000
8,99,1,0.000000
9,0,1,0.000000
9,1,3,0.306795
9,2,2,0.546875
9,3,2,0.118901
9,4,2,0.187986
9,5,2,-0.346116
9,6,2,-2.078914
9,7,1,-3.550632
9,8,3,-3.554013
9,9,2,-3.538792
9,10,0,-3.678056
9,11,2,-4.536210
9,12,2,-4.648231
9,13,0,-4.958875
9,14,0,-5.115870
9,15,0,-0.453000
9,16,1,0.000000
9,17,1,0.000000
9,18,1,0.000000
9,19,1,0.000000
9,20,1,0.000000
9,21,1,0.000000
9,22,1,0.000000
9,23,1,0.000000
9,24,1,0.000000
9,25,1,0.000000
9,26,1,0.000000
9,27,1,0.000000
9,28,1,0.000000
9,29,1,0.000000
9,30,1,0.000000
9,31,1,0.000000
9,32,1,0.000000
9,33,1,0.000000
9,34,1,0.000000
9,35,1,0.000000
9,36,1,0.000000
9,37,1,0.000000
9,38,1,0.000000
9,39,1,0.000000
9,40,1,0.000000
9,41,1,0.000000
9,42,1,0.000000
9,43,1,0.000000
9,44,1,0.000000
9,45,1,0.000000
9,46,1,0.000000
9,47,1,0.000000
9,48,1,0.000000
9,49,1,0.000000
9,50,1,0.000000
9,51,1,0.000000
9,52,1,0.000000
9,53,1,0.000000
9,54,1,0.000000
9,55,1,0.000000
9,56,1,0.000000
9,57,1,0.000000
9,58,1,0.000000
9,59,1,0.000000
9,60,1,0.000000
9,61,1,0.000000
9,62,1,0.000000
9,63,1,0.000000
9,64,1,0.000000
9,65,1,0.000000
9,66,1,0.000000
9,67,1,0.000000
9,68,1,0.000000
9,69,1,0.000000
9,70,1,0.000000
9,71,1,0.000000
9,72,1,0.000000
9,73,1,0.000000
9,74,1,0.000000
9,75,1,0.000000
9,76,1,0.000000
9,77,1,0.000000
9,78,1,0.000000
9,79,1,0.000000
9,80,1,0.000000
9,81,1,0.000000
9,82,1,0.000000
9,83,1,0.000000
9,84,1,0.000000
9,85,1,0.000000
9,86,1,0.000000
9,87,1,0.000000
9,88,1,0.000000
9,89,1,0.000000
9,90,1,0.000000
9,91,1,0.000000
9,92,1,0.000000
9,93,1,0.000000
9,94,1,0.000000
9,95,1,0.000000
9,96,1,0.000000
9,97,1,0.000000
9,98,1,0.000000
9,99,1,0.000000
10,0,1,0.000000
10,1,2,9.793793
10,2,2,6.770624
10,3,2,2.368124
10,4,2,-1.014846
10,5,3,-2.379481
10,6,0,-2.883622
10,7,2,-3.606373
10,8,2,-3.957122
10,9,0,-3.585848
10,10,3,-4.029731
10,11,2,-4.092785
10,12,1,-4.568881
10,13,3,-4.451070
10,14,2,-4.742344
10,15,3,-0.600000
10,16,1,0.000000
10,17,1,0.000000
10,18,1,0.000000
10,19,1,0.000000
10,20,1,0.000000
10,21,1,0.000000
10,22,1,0.000000
10,23,1,0.000000
10,24,1,0.000000
10,25,1,0.000000
10,26,1,0.000000
10,27,1,0.000000
10,28,1,0.000000
10,29,1,0.000000
10,30,1,0.000000
10,31,1,0.000000
10,32,1,0.000000
10,33,1,0.000000
10,34,1,0.000000
10,35,1,0.000000
10,36,1,0.000000
10,37,1,0.000000
10,38,1,0.000000
10,39,1,0.000000
10,40,1,0.000000
10,41,1,0.000000
10,42,1,0.000000
10,43,1,0.000000
10,44,1,0.000000
10,45,1,0.000000
10,46,1,0.000000
10,47,1,0.000000
10,48,1,0.000000
10,49,1,0.000000
10,50,1,0.000000
10,51,1,0.000000
10,52,1,0.000000
10,53,1,0.000000
10,54,1,0.000000
10,55,1,0.000000
10,56,1,0.000000
10,57,1,0.000000
10,58,1,0.000000
10,59,1,0.000000
10,60,1,0.000000
10,61,1,0.000000
10,62,1,0.000000
10,63,1,0.000000
10,64,1,0.000000
10,65,1,0.000000
10,66,1,0.000000
10,67,1,0.000000
10,68,1,0.000000
10,69,1,0.000000
10,70,1,0.000000
10,71,1,0.000000
10,72,1,0.000000
10,73,1,0.000000
10,74,1,0.000000
10,75,1,0.000000
10,76,1,0.000000
10,77,1,0.000000
10,78,1,0.000000
10,79,1,0.000000
10,80,1,0.000000
10,81,1,0.000000
10,82,1,0.000000
10,83,1,0.000000
10,84,1,0.000000
10,85,1,0.000000
10,86,1,0.000000
10,87,1,0.000000
10,88,1,0.000000
10,89,1,0.000000
10,90,1,0.000000
10,91,1,0.000000
10,92,1,0.000000
10,93,1,0.000000
10,94,1,0.000000
10,95,1,0.000000
10,96,1,0.000000
10,97,1,0.000000
10,98,1,0.000000
10,99,1,0.000000
11,0,1,0.000000
11,1,2,9.826497
11,2,2,7.172071
11,3,2,1.631600
11,4,3,-1.683950
11,5,2,-2.390235
11,6,2,-2.880312
11,7,3,-3.594168
11,8,0,-3.158522
11,9,2,-3.752490
11,10,3,-4.125573
11,11,2,-4.334660
11,12,2,-4.330874
11,13,3,-5.128864
11,14,0,-4.554855
11,15,3,-4.331679
11,16,1,0.000000
11,17,1,0.000000
11,18,1,0.000000
11,19,1,0.000000
11,20,1,0.000000
11,21,1,0.000000
11,22,1,0.000000
11,23,1,0.000000
11,24,1,0.000000
11,25,1,0.000000
11,26,1,0.000000
11,27,1,0.000000
11,28,1,0.000000
11,29,1,0.000000
11,30,1,0.000000
11,31,1,0.000000
11,32,1,0.000000
11,33,1,0.000000
11,34,1,0.000000
11,35,1,0.000000
11,36,1,0.000000
11,37,1,0.000000
11,38,1,0.000000
11,39,1,0.000000
11,40,1,0.000000
11,41,1,0.000000
11,42,1,0.000000
11,43,1,0.000000
11,44,1,0.000000
11,45,1,0.000000
11,46,1,0.000000
11,47,1,0.000000
11,48,1,0.000000
11,49,1,0.000000
11,50,1,0.000000
11,51,1,0.000000
11,52,1,0.000000
11,53,1,0.000000
11,54,1,0.000000
11,55,1,0.000000
11,56,1,0.000000
11,57,1,0.000000
11,58,1,0.000000
11,59,1,0.000000
11,60,1,0.000000
11,61,1,0.000000
11,62,1,0.000000
11,63,1,0.000000
11,64,1,0.000000
11,65,1,0.000000
11,66,1,0.000000
11,67,1,0.000000
11,68,1,0.000000
11,69,1,0.000000
11,70,1,0.000000
11,71,1,0.000000
11,72,1,0.000000
11,73,1,0.000000
11,74,1,0.000000
11,75,1,0.000000
11,76,1,0.000000
11,77,1,0.000000
11,78,1,0.000000
11,79,1,0.000000
11,80,1,0.000000
11,81,1,0.000000
11,82,1,0.000000
11,83,1,0.000000
11,84,1,0.000000
11,85,1,0.000000
11,86,1,0.000000
11,87,1,0.000000
11,88,1,0.000000
11,89,1,0.000000
11,90,1,0.000000
11,91,1,0.000000
11,92,1,0.000000
11,93,1,0.000000
11,94,1,0.000000
11,95,1,0.000000
11,96,1,0.000000
11,97,1,0.000000
11,98,1,0.000000
11,99,1,0.000000
12,0,1,2.108316
12,1,2,9.657427
12,2,0,4.077868
12,3,2,1.529215
12,4,2,1.144017
12,5,2,-1.584650
12,6,3,-2.983722
12,7,2,-3.503920
12,8,2,-3.484484
12,9,1,-3.624594
12,10,0,-3.816578
12,11,2,-3.645010
12,12,2,-3.692299
12,13,3,-3.946146
12,14,2,-4.000509
12,15,3,-4.317172
12,16,0,-3.652526
12,17,1,0.000000
12,18,1,0.000000
12,19,1,0.000000
12,20,1,0.000000
12,21,1,0.000000
12,22,1,0.000000
12,23,1,0.000000
12,24,1,0.000000
12,25,1,0.000000
12,26,1,0.000000
12,27,1,0.000000
12,28,1,0.000000
12,29,1,0.000000
12,30,1,0.000000
12,31,1,0.000000
12,32,1,0.000000
12,33,1,0.000000
12,34,1,0.000000
12,35,1,0.000000
12,36,1,0.000000
12,37,1,0.000000
12,38,1,0.000000
12,39,1,0.000000
12,40,1,0.000000
12,41,1,0.000000
12,42,1,0.000000
12,43,1,0.000000
12,44,1,0.000000
12,45,1,0.000000
12,46,1,0.000000
12,47,1,0.000000
12,48,1,0.000000
12,49,1,0.000000
12,50,1,0.000000
12,51,1,0.000000
12,52,1,0.000000
12,53,1,0.000000
12,54,1,0.000000
